Accuracy,Precision,Recall,F1-score,Custom Metric
0.8892405063291139,0.8898185603984609,0.8892405063291139,0.8889929734624923,0.5804569313218377
0.8860759493670886,0.8857329940325559,0.8860759493670886,0.885470151161709,0.5860091957421945
0.8916139240506329,0.8927590989493213,0.8916139240506329,0.8916035435620627,0.8487197455562454
0.8939873417721519,0.8940615783230174,0.8939873417721519,0.893786088246565,0.7752295762923976
0.8789556962025317,0.8805535763906707,0.8789556962025317,0.8792926676017822,0.6038810449105865
0.884493670886076,0.8857591680226057,0.884493670886076,0.8847182465898007,0.8038305563571015
0.8971518987341772,0.8986558963015274,0.8971518987341772,0.896988135722524,0.5657612665090673
0.8979430379746836,0.8989614325445144,0.8979430379746836,0.8978949033659257,0.577318291490221
0.8947784810126582,0.8961042655849257,0.8947784810126582,0.8947345892182755,0.581869119082483
0.8884493670886076,0.8908602693905476,0.8884493670886076,0.8883593062041336,0.8594490565030505
0.8931962025316456,0.8932383277310109,0.8931962025316456,0.8930162594834103,0.5821235053488693
