Accuracy,Precision,Recall,F1-score,Custom Metric
0.6218354430379747,0.6716243986931811,0.6218354430379747,0.5858816255534094,1.4016795551299701
0.625,0.670344821138529,0.625,0.590786083732226,1.3704036969810176
0.629746835443038,0.6741325598888266,0.629746835443038,0.5958748515483415,1.3610545147470612
0.6329113924050633,0.6793950808910055,0.6329113924050633,0.6017278854415504,1.3737820752983199
0.6424050632911392,0.6869285177326047,0.6424050632911392,0.6133966667666791,1.3488485400735537
0.6471518987341772,0.688455604229728,0.6471518987341772,0.6183520944572389,1.3122773106548713
0.6455696202531646,0.6894472644974883,0.6455696202531646,0.6178720081282054,1.3147642365939112
0.6471518987341772,0.6904397176622443,0.6471518987341772,0.6202319556085184,1.3165516966083914
0.6495253164556962,0.6901950513353011,0.6495253164556962,0.6228817974697431,1.3074776470035572
0.6526898734177216,0.6860885032671923,0.6526898734177216,0.6270523500216129,1.3079521507245577
0.6590189873417721,0.6822679176234522,0.6590189873417721,0.63513866420863,1.2779915722624948
