N,Accuracy,Precision,Recall,F1-score,Custom Metric
1,0.370253164556962,0.37636944534346,0.370253164556962,0.3441336509967097,4.3433182599824525
2,0.3900316455696203,0.3873149893258579,0.3900316455696203,0.3684494425098756,4.079661101961614
3,0.3939873417721519,0.38846789192244724,0.3939873417721519,0.37633753621697025,3.9863966297282114
4,0.4129746835443038,0.41369523111676043,0.4129746835443038,0.40013876318931146,3.8656181877774136
5,0.4272151898734177,0.4317051891287958,0.4272151898734177,0.41660160786214834,3.857003542947041
6,0.4375,0.44442168382380404,0.4375,0.4285700640139985,3.7564880285208426
7,0.4549050632911392,0.4641733369211046,0.4549050632911392,0.44681879907515903,3.606501718434766
8,0.4596518987341772,0.4683147269801884,0.4596518987341772,0.45212868054610866,3.4856636346573038
9,0.46598101265822783,0.4744761511011849,0.46598101265822783,0.4586648329253771,3.4555700464933854
10,0.46914556962025317,0.47556134974776354,0.46914556962025317,0.4614537574861391,3.354878595785945
11,0.47389240506329117,0.48242226154023277,0.47389240506329117,0.46750013595526896,3.315694284929169
12,0.4754746835443038,0.483743727442705,0.4754746835443038,0.4689536668168938,3.276285797240789
13,0.4754746835443038,0.48386879810454547,0.4754746835443038,0.4687612296054686,3.2878062610160734
14,0.4762658227848101,0.4829416940832955,0.4762658227848101,0.46952597510361627,3.3314646174305915
15,0.4849683544303797,0.4917636600320702,0.4849683544303797,0.47839248509150756,3.229766601453958
16,0.4873417721518987,0.49329942296595547,0.4873417721518987,0.48009585967857327,3.253975873325479
17,0.4920886075949367,0.4992492693460947,0.4920886075949367,0.4854306505126808,3.2158966206216886
18,0.4897151898734177,0.49732524540204404,0.4897151898734177,0.48356702098499194,3.1576098347548234
19,0.4920886075949367,0.5005553260299916,0.4920886075949367,0.48582230909969726,3.1909369634940887
20,0.4936708860759494,0.502093826624267,0.4936708860759494,0.48738670565913733,3.1326363863345366
21,0.49920886075949367,0.5085884053347646,0.49920886075949367,0.4938748605438535,3.125608046666096
22,0.49920886075949367,0.5079427290503808,0.49920886075949367,0.4928310961398712,3.1104773320245096
23,0.5007911392405063,0.5105015837370973,0.5007911392405063,0.49504140810330294,3.1178811183148207
24,0.5031645569620253,0.5126848774796315,0.5031645569620253,0.4976617955933933,3.1260267578495124
25,0.5055379746835443,0.5148559019972525,0.5055379746835443,0.4998611156101543,3.1236163078847827
26,0.507120253164557,0.5163927575655144,0.507120253164557,0.5016874153161778,3.0987086362888125
27,0.504746835443038,0.5145018124953287,0.504746835443038,0.4991372947446323,3.1128212012341097
28,0.5055379746835443,0.5144687530428627,0.5055379746835443,0.4995971003832107,3.114891617357139
29,0.5055379746835443,0.5151842009207899,0.5055379746835443,0.49960207380169314,3.070682448127149
30,0.5079113924050633,0.5184912171184276,0.5079113924050633,0.502287483222504,3.0981817216884933
31,0.5126582278481012,0.522610153988211,0.5126582278481012,0.5067106060316392,3.047508934050615
32,0.5174050632911392,0.5263015169237799,0.5174050632911392,0.5113866555074195,3.0102916446576886
33,0.5126582278481012,0.5241625699219449,0.5126582278481012,0.5075456992832381,3.0354580695335085
34,0.5134493670886076,0.5223823766051383,0.5134493670886076,0.5069108666142327,3.048779166831878
35,0.5158227848101266,0.5256341997323993,0.5158227848101266,0.5099896731000302,3.0060843471457557
36,0.5142405063291139,0.5234677534097436,0.5142405063291139,0.5084905957390915,3.0201891154406493
37,0.5197784810126582,0.5292079341965492,0.5197784810126582,0.513963422369176,2.993259997710898
38,0.5181962025316456,0.5275064180569237,0.5181962025316456,0.5126726484460498,3.002368256721071
39,0.5197784810126582,0.530038802732474,0.5197784810126582,0.5140945220403637,3.0196925473952008
40,0.5213607594936709,0.5315968021908244,0.5213607594936709,0.5164685716809883,2.95379587126448
41,0.5189873417721519,0.528606211986545,0.5189873417721519,0.5133679841844107,2.9885853933596747
42,0.5237341772151899,0.534393446077189,0.5237341772151899,0.5181733635808711,2.963280337582312
43,0.5197784810126582,0.5283642235035254,0.5197784810126582,0.514256216900047,2.9540931883150874
