K,Accuracy,Precision,Recall,F1-score,Custom Metric
1,0.056962025316455694,0.175226981615431,0.056962025316455694,0.05750640885134556,18.34476165947952
2,0.056962025316455694,0.17346104581072935,0.056962025316455694,0.05694781659971533,18.318623151216908
3,0.058544303797468354,0.17059034056660638,0.058544303797468354,0.05831808399055234,18.26619232522351
4,0.061708860759493674,0.1643620027124774,0.061708860759493674,0.0601481763665308,18.453360339594113
5,0.060126582278481014,0.17133250452079565,0.060126582278481014,0.058615180529737486,18.411947081294667
6,0.061708860759493674,0.16880180078360457,0.061708860759493674,0.059246664903310466,18.474056825374383
7,0.061708860759493674,0.17657725537472374,0.061708860759493674,0.059249185238109285,18.660023939815286
8,0.058544303797468354,0.1788489551938919,0.058544303797468354,0.05672250569402468,18.53186249974492
9,0.058544303797468354,0.17599080771549125,0.058544303797468354,0.056755340299644096,18.506858543885915
10,0.06487341772151899,0.18550308692713754,0.06487341772151899,0.06334320566915504,18.545361885641036
11,0.06487341772151899,0.16829446704842274,0.06487341772151899,0.06491325569648354,18.41577004836311
12,0.0680379746835443,0.19225593982318667,0.0680379746835443,0.06635404416258846,18.481882075492106
13,0.06962025316455696,0.1970800055254169,0.06962025316455696,0.06677021115312255,18.43205527592432
14,0.07041139240506329,0.19511879646373315,0.07041139240506329,0.06643225357624093,18.281580427662366
15,0.07041139240506329,0.18806415762507533,0.07041139240506329,0.0666991895235566,18.482534670948347
16,0.06645569620253164,0.19393151679544085,0.06645569620253164,0.06226531467828936,18.848663206553454
17,0.06566455696202532,0.19965049454764647,0.06566455696202532,0.06037246420948953,18.73331953967785
18,0.06645569620253164,0.18905419475039728,0.06645569620253164,0.060642315666049836,18.706593827296135
19,0.06882911392405064,0.202438404159132,0.06882911392405064,0.06483204734787013,18.612267893706903
20,0.06962025316455696,0.19627128541289932,0.06962025316455696,0.06481898463702261,18.70129633721556
21,0.06724683544303797,0.2052252863170585,0.06724683544303797,0.06255393253019835,18.62079139339514
22,0.06724683544303797,0.19372551235684146,0.06724683544303797,0.06242784114619558,18.47967680822454
23,0.06724683544303797,0.2041176913803496,0.06724683544303797,0.06325376451958732,18.55035637491264
24,0.06882911392405064,0.20210185603777375,0.06882911392405064,0.06404216388393603,18.596666548098643
25,0.0680379746835443,0.2155179450472172,0.0680379746835443,0.06372830755742148,18.740511954978224
26,0.06724683544303797,0.22593178621659635,0.06724683544303797,0.06172211666673691,18.706336304520033
27,0.0680379746835443,0.22897107946554152,0.0680379746835443,0.06315890508928483,18.654294939583497
28,0.07120253164556962,0.22758376029736788,0.07120253164556962,0.06484422750245535,18.755077836309855
29,0.07120253164556962,0.21890320474181235,0.07120253164556962,0.06391573879706791,18.76286859836943
30,0.07357594936708861,0.22591075195901145,0.07357594936708861,0.06704032166848621,18.639379946476158
31,0.07278481012658228,0.22580432489451474,0.07278481012658228,0.0653155125465252,18.721497619703012
32,0.0759493670886076,0.23700396825396827,0.0759493670886076,0.06835917247309652,18.527676631487637
33,0.07515822784810126,0.2362910011050834,0.07515822784810126,0.06738315306353282,18.476653069422444
34,0.07515822784810126,0.23117245579666468,0.07515822784810126,0.06680434105275877,18.340032179658277
35,0.07515822784810126,0.23907348804500705,0.07515822784810126,0.06637115521609192,18.403705909590773
36,0.0759493670886076,0.24297926712879245,0.0759493670886076,0.06646100032175982,18.436540514336688
37,0.07357594936708861,0.25542118746232667,0.07357594936708861,0.06496258224897465,18.60488261675246
38,0.07357594936708861,0.2449816028732168,0.07357594936708861,0.06560192181236485,18.62615542238487
39,0.07278481012658228,0.24440206198513162,0.07278481012658228,0.06479811942628398,18.78367229762463
40,0.07515822784810126,0.24147610257183044,0.07515822784810126,0.06637977001901053,18.85956161334465
41,0.07436708860759493,0.24659090909090908,0.07436708860759493,0.0669719993644975,18.80455861066567
42,0.07674050632911393,0.2458936391491771,0.07674050632911393,0.06873456520934183,18.706541902833965
43,0.07674050632911393,0.24697674644272746,0.07674050632911393,0.0690808545099312,18.75867761466368
44,0.07832278481012658,0.26272324282609094,0.07832278481012658,0.07164086921393324,18.69365995971531
45,0.07990506329113924,0.26986892546623564,0.07990506329113924,0.07214009309132169,18.77182683284085
46,0.07674050632911393,0.25946701417429263,0.07674050632911393,0.06972340815881396,18.73905331877784
47,0.07674050632911393,0.2556183443841672,0.07674050632911393,0.06940398090574934,18.757151873037753
48,0.07753164556962025,0.2578156394414306,0.07753164556962025,0.07075016667579959,18.82832344394849
49,0.07753164556962025,0.2590651371308017,0.07753164556962025,0.06955147757223334,18.966856990579267
50,0.07911392405063292,0.25885724902734397,0.07911392405063292,0.07200298512193523,19.033610004059426
51,0.08069620253164557,0.2671450604599339,0.08069620253164557,0.07496901522404129,18.88952795537393
52,0.0814873417721519,0.2700346023526404,0.0814873417721519,0.07515624009481045,18.85794525566619
53,0.08069620253164557,0.25908109120134437,0.08069620253164557,0.0743737946921119,18.826354229547974
54,0.08306962025316456,0.27483863271046816,0.08306962025316456,0.07622017367922057,18.731780382525695
55,0.08227848101265822,0.2758693113321277,0.08227848101265822,0.07609740176056261,18.545519966925873
56,0.08069620253164557,0.2795638060076351,0.08069620253164557,0.07479825259748939,18.64190943485689
57,0.0814873417721519,0.2719758902314282,0.0814873417721519,0.07559906483026363,18.684884622472577
58,0.08069620253164557,0.27676313884779075,0.08069620253164557,0.0753411476419667,18.603550155044886
59,0.08306962025316456,0.2776317564292248,0.08306962025316456,0.07808811612733997,18.548701345523277
60,0.0814873417721519,0.2744779021084401,0.0814873417721519,0.07657958597956933,18.62538709285473
61,0.08227848101265822,0.2778003729744236,0.08227848101265822,0.07650680801913312,18.671835678508547
62,0.0814873417721519,0.28353424880323613,0.0814873417721519,0.07555701502028951,18.565343201971682
63,0.0814873417721519,0.2809749278499279,0.0814873417721519,0.07532456116316875,18.41296295099143
64,0.08227848101265822,0.2886402736679636,0.08227848101265822,0.07560938973122518,18.323807811271646
65,0.08306962025316456,0.2850427021115312,0.08306962025316456,0.07646160537774462,18.291481895654798
66,0.08544303797468354,0.2886602804719894,0.08544303797468354,0.07770463098785883,18.2581715996628
67,0.08386075949367089,0.278298297166968,0.08386075949367089,0.07689928199747635,18.335083677467885
68,0.08386075949367089,0.27450647980711274,0.08386075949367089,0.07656497423111347,18.406179212282197
69,0.08465189873417721,0.2790173434160776,0.08465189873417721,0.07784083005601992,18.435030898334535
70,0.08465189873417721,0.2782393042084498,0.08465189873417721,0.07750686606559651,18.552335817422883
