K,Accuracy,Precision,Recall,F1-score,Custom Metric
1,0.7832278481012658,0.7847288094548374,0.7832278481012658,0.7808145234770958,0.8149422784201957
2,0.7832278481012658,0.7845715685093148,0.7832278481012658,0.780859535352823,0.8149422784201957
3,0.7958860759493671,0.7983807866036792,0.7958860759493671,0.793660500620151,0.787246628850467
4,0.7966772151898734,0.7932894245290566,0.7966772151898734,0.79220929305683,0.778766266847093
5,0.807753164556962,0.80578432621465,0.807753164556962,0.8024475142443768,0.7568291699483822
6,0.814873417721519,0.8121108950975992,0.814873417721519,0.8093562926632517,0.6567212462924246
7,0.8093354430379747,0.8087062366722273,0.8093354430379747,0.8030687940163539,0.6699548852012623
8,0.8125,0.8097339050326149,0.8125,0.8056441183876432,0.6598381383655163
9,0.8125,0.8095969604866714,0.8125,0.8051217965933751,0.9310568068275257
10,0.8117088607594937,0.8082369089927771,0.8117088607594937,0.803215589965523,0.7289194963815212
11,0.8109177215189873,0.8101283459529471,0.8109177215189873,0.8030417540700123,0.734678049052539
12,0.8069620253164557,0.8047878363237105,0.8069620253164557,0.7998025709897668,0.9400818391477422
13,0.8093354430379747,0.8086498037960349,0.8093354430379747,0.8016144062207717,0.9388610766169194
14,0.8117088607594937,0.8098986313242578,0.8117088607594937,0.8042232092133432,0.931546036070056
15,0.8109177215189873,0.808513582940257,0.8109177215189873,0.8017709034027976,0.9326878664619038
16,0.8180379746835443,0.8177156849194805,0.8180379746835443,0.8098605706678065,0.9146798725658097
17,0.821993670886076,0.8211138276757705,0.821993670886076,0.8137184149296514,0.9143138276195999
18,0.8259493670886076,0.8247572556039772,0.8259493670886076,0.8174494106295248,0.8967804870095015
19,0.8259493670886076,0.8243350456722083,0.8259493670886076,0.8167471074786588,0.8895139694284905
20,0.821993670886076,0.8211523668530427,0.821993670886076,0.8128292745253368,0.8955664073556051
21,0.814873417721519,0.8132223663607412,0.814873417721519,0.8055436393472296,0.9189254816325448
22,0.821993670886076,0.8214456427914172,0.821993670886076,0.8129762807984007,0.8975501434066537
23,0.819620253164557,0.819236794168125,0.819620253164557,0.81025967543918,0.9004416270234599
24,0.8235759493670886,0.8239667843630476,0.8235759493670886,0.8142721344906595,0.8940151194082558
25,0.821993670886076,0.8232254912699047,0.821993670886076,0.8124244459574255,0.8921760724776098
26,0.8204113924050633,0.8211108379997409,0.8204113924050633,0.8112308792206451,0.9028150447449789
27,0.8212025316455697,0.8229588897295379,0.8212025316455697,0.8116443221345419,0.8960270211795851
28,0.8212025316455697,0.8248193637329233,0.8212025316455697,0.811479478886345,0.8935872003005765
29,0.8227848101265823,0.8246520307758046,0.8227848101265823,0.8132609949970799,0.8927650705264065
30,0.819620253164557,0.8225470913173218,0.819620253164557,0.8099278554646459,0.6320410475407807
31,0.821993670886076,0.8250457168919995,0.821993670886076,0.8122670922089427,0.6242315778228907
32,0.8243670886075949,0.8279010436838145,0.8243670886075949,0.814734533168983,0.615669313207561
33,0.8235759493670886,0.829419547370274,0.8235759493670886,0.8139640046889388,0.6198817778597262
34,0.8180379746835443,0.8247569937203907,0.8180379746835443,0.8085410675471302,0.6300263209560686
35,0.8212025316455697,0.8270307498820708,0.8212025316455697,0.8114886565533936,0.6219910733222086
36,0.8251582278481012,0.831441002250472,0.8251582278481012,0.8154871008958375,0.6132277955566746
37,0.8275316455696202,0.8334898078429092,0.8275316455696202,0.8177485547974884,0.6166027766398015
38,0.8227848101265823,0.8283051577593132,0.8227848101265823,0.81298154389513,0.6273235058595285
39,0.8251582278481012,0.8311282985776508,0.8251582278481012,0.8154602379710975,0.6145797671256972
40,0.819620253164557,0.8257059663050349,0.819620253164557,0.8098568755058576,0.6341007046260738
41,0.821993670886076,0.8281586376159981,0.821993670886076,0.8123939521984689,0.6234927228923683
42,0.8235759493670886,0.8301590184871885,0.8235759493670886,0.814084409283083,0.6202307722391899
43,0.8235759493670886,0.8298280865092856,0.8235759493670886,0.8141739357115529,0.6255464399962094
