Accuracy,Precision,Recall,F1-score,Custom Metric
0.759493670886076,0.7582750710493069,0.759493670886076,0.7566598778336004,1.53111013150664
0.7792721518987342,0.7786150708051612,0.7792721518987342,0.7781131756123213,0.7619514258008516
0.7768987341772152,0.7759372614385139,0.7768987341772152,0.7747666180330578,0.7376169897144862
0.7863924050632911,0.7872766655888407,0.7863924050632911,0.785014922059342,0.7427084743460883
0.7737341772151899,0.775657953126844,0.7737341772151899,0.7729564754115191,0.9824204532903422
0.7768987341772152,0.7757081746038835,0.7768987341772152,0.7737969485770942,0.755041641675808
0.7903481012658228,0.7900293674238469,0.7903481012658228,0.7882782857666147,0.7353074049781847
0.7879746835443038,0.7879548223048127,0.7879746835443038,0.7853814014611451,0.9380199811285641
0.8006329113924051,0.8004924902899012,0.8006329113924051,0.7991045131555848,1.489565042313527
0.7761075949367089,0.7756701547124446,0.7761075949367089,0.7733364470238356,1.5022436972836328
0.7903481012658228,0.7912430888987971,0.7903481012658228,0.788104772037576,0.7359821116206734
