K,Accuracy,Precision,Recall,F1-score,Custom Metric
1,0.6068037974683544,0.6227773570929015,0.6068037974683544,0.6112202540758603,1.1420164696582955
2,0.6075949367088608,0.6229924060832394,0.6075949367088608,0.611791547752542,1.140998949647582
3,0.627373417721519,0.6387663333731893,0.627373417721519,0.627680729204548,1.0679946915203151
4,0.6368670886075949,0.642721076943239,0.6368670886075949,0.6357873015761033,1.0480130063397475
5,0.6424050632911392,0.6443083299503947,0.6424050632911392,0.6391748356453135,1.0564714925175511
6,0.6447784810126582,0.6474871752157753,0.6447784810126582,0.6413164969830664,0.9909192876327066
7,0.6495253164556962,0.65019897750644,0.6495253164556962,0.6439284072387608,0.9847822932943082
8,0.6495253164556962,0.6483590607767498,0.6495253164556962,0.6415129570031118,0.9829410965057715
9,0.6590189873417721,0.6573843563034045,0.6590189873417721,0.6500902470819198,0.9499308228182689
10,0.6629746835443038,0.6620528131725973,0.6629746835443038,0.6552966862600681,1.002283188655213
11,0.6645569620253164,0.6675126768936548,0.6645569620253164,0.6564083883248791,1.0080179722066316
12,0.6645569620253164,0.6640686929487115,0.6645569620253164,0.6551741286274109,1.0008098488843844
13,0.6693037974683544,0.6701148548577689,0.6693037974683544,0.659800211244599,0.9741871594274675
14,0.6677215189873418,0.6708053042967805,0.6677215189873418,0.6561306691979217,0.9340169412951641
15,0.6677215189873418,0.6661529290076484,0.6677215189873418,0.6556440268885174,0.9490308114851376
16,0.6716772151898734,0.6710730327008986,0.6716772151898734,0.6602557570930927,0.9516334347902465
17,0.6724683544303798,0.676641187302067,0.6724683544303798,0.6621993024471863,1.1147765994586802
18,0.6685126582278481,0.667105984865797,0.6685126582278481,0.6549915552315965,1.1056687983992934
19,0.6661392405063291,0.6627264387413576,0.6661392405063291,0.651791516293841,1.111894549291589
20,0.6598101265822784,0.6586351632246112,0.6598101265822784,0.6476556955186252,1.1329623804200821
21,0.6621835443037974,0.6617453843264686,0.6621835443037974,0.6495046934374218,1.1199082401337583
22,0.6629746835443038,0.6624559181111531,0.6629746835443038,0.6506423270926621,1.131218970762866
23,0.6685126582278481,0.6668462449629551,0.6685126582278481,0.6546198448792315,0.9162928650513061
24,0.6598101265822784,0.6569501554080106,0.6598101265822784,0.6465424317651947,0.9334330646865684
25,0.6645569620253164,0.6611283796837116,0.6645569620253164,0.6499912643735126,0.9264389528723042
26,0.6700949367088608,0.66649848129724,0.6700949367088608,0.6559441262473695,0.9216567333166952
27,0.6606012658227848,0.6580504452312069,0.6606012658227848,0.64669724353459,0.9285225627149948
28,0.6598101265822784,0.6572958502049726,0.6598101265822784,0.6459500967100227,0.934026878691433
29,0.6661392405063291,0.6642645294344212,0.6661392405063291,0.6519764902749386,0.9064627222231861
30,0.6621835443037974,0.6597163276118867,0.6621835443037974,0.647861164799093,0.9212701219080686
31,0.6669303797468354,0.6651487992245229,0.6669303797468354,0.6522501027708829,0.9086234691936971
32,0.6590189873417721,0.6571997938232463,0.6590189873417721,0.6440963387467767,0.9216877358677209
33,0.6606012658227848,0.6571855215099998,0.6606012658227848,0.6450718004704245,0.9276966295232724
34,0.6590189873417721,0.6556984923626333,0.6590189873417721,0.6429851797439734,0.9423594575683858
35,0.6606012658227848,0.657361873563078,0.6606012658227848,0.6442697520116204,0.9252841380792084
36,0.6590189873417721,0.6549704142665413,0.6590189873417721,0.6425903676689726,0.9347548273551273
37,0.6621835443037974,0.6582025819715979,0.6621835443037974,0.6452042811074599,0.9320002353608073
38,0.6606012658227848,0.6556262029547755,0.6606012658227848,0.6439710277238216,0.9438720317247495
39,0.6606012658227848,0.6556586955354019,0.6606012658227848,0.6434948776341234,0.9442273995740105
40,0.6558544303797469,0.6513055383512009,0.6558544303797469,0.63866547599741,0.9569013659049537
41,0.6534810126582279,0.6495419626583974,0.6534810126582279,0.6359974381605682,0.9601672426999154
42,0.6582278481012658,0.6537283333461789,0.6582278481012658,0.6410916800634008,0.9665517132365878
43,0.6558544303797469,0.6537788583252135,0.6558544303797469,0.6393275530334506,0.9658389122188606
44,0.6550632911392406,0.6533684113957158,0.6550632911392406,0.6376002359777632,0.9696235842638072
45,0.6542721518987342,0.6518820714033933,0.6542721518987342,0.6368835627166389,0.9551833493897213
46,0.6574367088607594,0.6556379638595053,0.6574367088607594,0.6396411009027216,0.9538456091105089
47,0.6621835443037974,0.6618182049247207,0.6621835443037974,0.6446053538866063,0.9299377431802054
48,0.6550632911392406,0.6536344250665671,0.6550632911392406,0.6367779767510803,0.953908208850446
49,0.6542721518987342,0.6529873264054281,0.6542721518987342,0.6359969538951733,0.9621282463902785
50,0.6542721518987342,0.6528266561608381,0.6542721518987342,0.6360824077176633,0.9630100283667722
