Accuracy,Precision,Recall,F1-score,Custom Metric
0.3963607594936709,0.5837676825114138,0.3963607594936709,0.33492700259150954,3.8801551772077376
0.40901898734177217,0.5698009344698598,0.40901898734177217,0.35643769924517166,3.713159941273962
0.42167721518987344,0.5596842773402496,0.42167721518987344,0.371875830549124,3.650317578260514
0.43670886075949367,0.5670354952082697,0.43670886075949367,0.39417239880589516,3.5897750859072945
0.4430379746835443,0.5613250119843548,0.4430379746835443,0.40469594495740574,3.4512644442598996
0.4454113924050633,0.547456370399996,0.4454113924050633,0.40819862689180586,3.556852406293925
0.44936708860759494,0.5409859371233552,0.44936708860759494,0.4169587623445181,3.5032450102541994
0.45332278481012656,0.5389829154590206,0.45332278481012656,0.4226825880831673,3.4371536012522124
0.45332278481012656,0.5323590304071923,0.45332278481012656,0.42347577376867573,3.4138795164008418
0.45332278481012656,0.5293406226022177,0.45332278481012656,0.4259504274698857,3.4118875421322885
0.45174050632911394,0.5236760796613459,0.45174050632911394,0.4253075341087155,3.398616639720675
