Accuracy,Precision,Recall,F1-score,Custom Metric
0.7674050632911392,0.7839019960455406,0.7674050632911392,0.7375249278468197,0.7090701356888994
0.7689873417721519,0.7700155814968173,0.7689873417721519,0.7403143035446094,0.7086131245166359
0.7753164556962026,0.7712289249022051,0.7753164556962026,0.7477583559190003,0.6988168605032156
0.7761075949367089,0.7702566429690992,0.7761075949367089,0.7488821218074542,0.6956596573505933
0.7800632911392406,0.7744580067536142,0.7800632911392406,0.7533070423714997,0.6934919834725005
0.7808544303797469,0.7745027432480235,0.7808544303797469,0.7548994700844662,0.6948905823139818
0.7856012658227848,0.7828480593604442,0.7856012658227848,0.7611072489106822,0.6880823930137729
0.7848101265822784,0.7799283075638525,0.7848101265822784,0.7610589402395455,0.6884174474263193
0.7832278481012658,0.7776846002608546,0.7832278481012658,0.7595000438930067,0.6917103886131615
0.7824367088607594,0.7786191148617048,0.7824367088607594,0.7596479116622696,0.6942121905594971
0.7840189873417721,0.7796356555430357,0.7840189873417721,0.7617565213266567,0.6907199329943285
