N,Accuracy,Precision,Recall,F1-score,Custom Metric
1,0.5688291139240507,0.5767224441710451,0.5688291139240507,0.554870602749309,1.9591449503128788
2,0.6060126582278481,0.6071905072566403,0.6060126582278481,0.5916971617713369,1.6594827271488304
3,0.6265822784810127,0.6324457408430374,0.6265822784810127,0.6092869385971162,1.4642799325164304
4,0.6218354430379747,0.6247634701294148,0.6218354430379747,0.6041743967029006,1.5688341354953463
5,0.6265822784810127,0.6389259016294926,0.6265822784810127,0.6071963924220994,1.4065027785547484
6,0.6400316455696202,0.6594796324885828,0.6400316455696202,0.6188861690819292,1.4586922202130717
7,0.6368670886075949,0.6409364852314141,0.6368670886075949,0.6167398070423898,1.3596479663361827
8,0.622626582278481,0.6285758650904173,0.622626582278481,0.603391909668125,1.4880474760215336
9,0.6368670886075949,0.6597630875628202,0.6368670886075949,0.6167866496535631,1.3743568221288176
10,0.6416139240506329,0.6479514962821497,0.6416139240506329,0.61999412175677,1.3779424515702896
11,0.6431962025316456,0.6546385448788065,0.6431962025316456,0.6228140062012923,1.3970573694417687
12,0.6400316455696202,0.6497278331129974,0.6400316455696202,0.6188387209487596,1.398463916194293
13,0.6408227848101266,0.6484585803775303,0.6408227848101266,0.6183738881309586,1.3762950760590236
14,0.6313291139240507,0.649255420697567,0.6313291139240507,0.6103797191476156,1.3810355289193177
15,0.632120253164557,0.6502807683362707,0.632120253164557,0.6093740294431614,1.3861362673430406
16,0.6447784810126582,0.6543156393292698,0.6447784810126582,0.6234961867226525,1.342051990168801
17,0.6400316455696202,0.6494482509799459,0.6400316455696202,0.61796296752448,1.3494529135209838
18,0.6408227848101266,0.6562900516486717,0.6408227848101266,0.6192093633248992,1.3409078197729922
19,0.6352848101265823,0.6435585899969833,0.6352848101265823,0.6142347490060394,1.3671525252153471
20,0.6368670886075949,0.6568283304452233,0.6368670886075949,0.6146996159544013,1.3392694952128064
21,0.6439873417721519,0.6627660673870784,0.6439873417721519,0.6247150367368416,1.3303403268233476
22,0.6352848101265823,0.6476542994194578,0.6352848101265823,0.6126265032233867,1.3207019407632092
23,0.6368670886075949,0.6476616800498359,0.6368670886075949,0.6146353402117577,1.3468321708649116
24,0.629746835443038,0.6348256483949768,0.629746835443038,0.6082888225678856,1.3495355147756145
25,0.6376582278481012,0.6456687552660971,0.6376582278481012,0.6178725590501629,1.3524467095723363
26,0.6471518987341772,0.6595164008769502,0.6471518987341772,0.6268345273414172,1.2869515193349188
27,0.6392405063291139,0.6456306856819117,0.6392405063291139,0.6150409231674671,1.3313007543065718
28,0.6384493670886076,0.6546172356044724,0.6384493670886076,0.6179214547553423,1.3741128628881645
29,0.6439873417721519,0.6526611473945718,0.6439873417721519,0.6233015607126526,1.3489872901709636
30,0.6431962025316456,0.6560655195960343,0.6431962025316456,0.621181515023321,1.3467935651383955
31,0.634493670886076,0.6429859574723581,0.634493670886076,0.6122699703336285,1.3923220348219691
32,0.6337025316455697,0.641071324814304,0.6337025316455697,0.6109798687434396,1.3622371052789324
33,0.6352848101265823,0.6376901639498375,0.6352848101265823,0.6147697342445497,1.388324120212476
34,0.6487341772151899,0.6622059873817082,0.6487341772151899,0.6277187073388881,1.310062900620264
35,0.6455696202531646,0.6567069563858268,0.6455696202531646,0.6247905295960576,1.3455212763224862
36,0.6431962025316456,0.6564898865483833,0.6431962025316456,0.6212045611406395,1.3713878160090527
37,0.6424050632911392,0.6557119217510115,0.6424050632911392,0.6211770194110516,1.3566770269967139
38,0.6408227848101266,0.6554749906961747,0.6408227848101266,0.6190981657179923,1.349685397704848
