K,Accuracy,Precision,Recall,F1-score,Custom Metric
1,0.34810126582278483,0.3678941172233542,0.34810126582278483,0.3475889810161378,4.298601455972033
2,0.34968354430379744,0.36838251380886566,0.34968354430379744,0.3493195718644621,4.257961696773829
3,0.34889240506329117,0.3706484683110365,0.34889240506329117,0.3479995091699426,4.134858207078925
4,0.35680379746835444,0.3729527517434253,0.35680379746835444,0.35281573945716654,4.192013513102982
5,0.3662974683544304,0.38229494733465375,0.3662974683544304,0.3592708314803179,4.15371557969478
6,0.377373417721519,0.38807121732093,0.377373417721519,0.36897368285641946,4.146761933310901
7,0.37420886075949367,0.38586438959341235,0.37420886075949367,0.3655015089791349,4.138979337720068
8,0.37420886075949367,0.3858889841698865,0.37420886075949367,0.36383020146236095,4.184391489822637
9,0.37420886075949367,0.3843069530356623,0.37420886075949367,0.36160913778733933,4.162892843867807
10,0.37658227848101267,0.3988389022420561,0.37658227848101267,0.3642449804890151,4.145779339678425
11,0.3876582278481013,0.41139209791881287,0.3876582278481013,0.3772315564239213,4.0408623502354075
12,0.3852848101265823,0.41146471188456946,0.3852848101265823,0.3745096810100866,4.063905880272002
13,0.3852848101265823,0.40128541709417037,0.3852848101265823,0.37378943134355624,4.0793234565310454
14,0.3805379746835443,0.4028362830973773,0.3805379746835443,0.36794102033200593,4.057831445768247
15,0.3694620253164557,0.39329435329853235,0.3694620253164557,0.35769852259158835,4.180943789863924
16,0.37579113924050633,0.40059145179050404,0.37579113924050633,0.36238489025460846,4.183215000346423
17,0.375,0.4012015761112035,0.375,0.36239229409001955,4.199117038015712
18,0.379746835443038,0.39960040820903364,0.379746835443038,0.36680385969209084,4.306091831699669
19,0.375,0.3942599789425801,0.375,0.36087993670574164,4.305536608203297
20,0.3670886075949367,0.3958128154921898,0.3670886075949367,0.35533852625439866,4.382078282894569
21,0.37183544303797467,0.4118687961094417,0.37183544303797467,0.35899745949546696,4.3061184078782615
22,0.37658227848101267,0.412754034094136,0.37658227848101267,0.3639299804437876,4.152898668886565
