Accuracy,Precision,Recall,F1-score,Custom Metric
0.6787974683544303,0.6855168264091543,0.6787974683544303,0.6430017707707351,0.8344334089545933
0.6819620253164557,0.6859022812188209,0.6819620253164557,0.6505713506970465,0.8370608968128237
0.6914556962025317,0.7037607518059765,0.6914556962025317,0.664435788473511,0.8209678112109945
0.6914556962025317,0.7019288175229957,0.6914556962025317,0.665403916288899,0.8188618289143977
0.6954113924050633,0.7066069700213407,0.6954113924050633,0.6712646309461969,0.815182264301567
0.6985759493670886,0.6996821622061093,0.6985759493670886,0.6746106835813277,0.8149329019212028
0.7025316455696202,0.702827740425641,0.7025316455696202,0.6810343214941469,0.8114215888876601
0.7017405063291139,0.691365478721215,0.7017405063291139,0.6815367661650369,0.8146052013180596
0.7064873417721519,0.7050966201971114,0.7064873417721519,0.6890371517483044,0.8105521114243747
0.7088607594936709,0.7057176410099638,0.7088607594936709,0.6921621593695704,0.8082242354191174
0.7104430379746836,0.7090441543351252,0.7104430379746836,0.6962106148104353,0.8184124334691106
