Accuracy,Precision,Recall,F1-score,Custom Metric
0.0759493670886076,0.183499095840868,0.0759493670886076,0.07935060280788128,18.14947276917034
0.07515822784810126,0.19643422242314648,0.07515822784810126,0.07487550687708916,18.39876865545973
0.06962025316455696,0.16590048598553345,0.06962025316455696,0.06712595005754958,18.46844481996424
0.07753164556962025,0.1754300749356129,0.07753164556962025,0.07901271987506164,18.651233841832624
0.06645569620253164,0.16457454289732773,0.06645569620253164,0.06395308510675227,18.27978598126443
0.0680379746835443,0.16621929626280893,0.0680379746835443,0.06714135679721123,18.901778082065235
0.07674050632911393,0.21104204339963833,0.07674050632911393,0.07954305715381664,17.841387683461903
0.07199367088607594,0.18375998342374925,0.07199367088607594,0.0741053273792477,18.463665343124916
0.08386075949367089,0.20734669251283172,0.08386075949367089,0.08525840808277517,18.17238966739161
0.0925632911392405,0.24733136062249983,0.0925632911392405,0.087976738451422,18.393930245872475
0.06882911392405064,0.17664538125376733,0.06882911392405064,0.06775605284307816,18.361715586691982
