N,Accuracy,Precision,Recall,F1-score,Custom Metric
1,0.3686708860759494,0.3832854789628949,0.3686708860759494,0.3430044024954042,4.208959560318784
2,0.3939873417721519,0.3964506553756236,0.3939873417721519,0.37397102664705184,3.9928476108671616
3,0.40822784810126583,0.41217498405305425,0.40822784810126583,0.3916755446081005,3.8334846886237064
4,0.4224683544303797,0.42413806758622696,0.4224683544303797,0.4070031388748227,3.726389495287796
5,0.435126582278481,0.44060755377879063,0.435126582278481,0.42460897434409023,3.654316861099078
6,0.4462025316455696,0.45066922490819167,0.4462025316455696,0.43602328285928876,3.585997309170204
7,0.4596518987341772,0.4659057779279912,0.4596518987341772,0.45042639863154565,3.4896843291210313
8,0.4620253164556962,0.4693319655753797,0.4620253164556962,0.4531242795629182,3.448126260439927
9,0.4675632911392405,0.47831445092297487,0.4675632911392405,0.45945032953729853,3.411000425146655
10,0.4810126582278481,0.4915327686748209,0.4810126582278481,0.4751815777272176,3.280561573320412
11,0.48180379746835444,0.4931629403510604,0.48180379746835444,0.47593255722524364,3.229767398071858
12,0.48180379746835444,0.49227845767724915,0.48180379746835444,0.4751609575266309,3.275490620706269
13,0.4865506329113924,0.49718096704330833,0.4865506329113924,0.4790081740712469,3.2584496003167187
14,0.48575949367088606,0.4971337005376232,0.48575949367088606,0.47859639834598383,3.2668931373822296
15,0.4849683544303797,0.49545549867618244,0.4849683544303797,0.47855441579270425,3.22869794558342
16,0.4936708860759494,0.5050314380114155,0.4936708860759494,0.486809615977088,3.3126011151648505
17,0.4897151898734177,0.4983798736931092,0.4897151898734177,0.4819445904470636,3.3215405421644926
18,0.495253164556962,0.5059799938002235,0.495253164556962,0.48868858374715995,3.33495984432095
19,0.4944620253164557,0.5042839738182511,0.4944620253164557,0.48725263257494206,3.3881865613990794
20,0.4936708860759494,0.5051118208419154,0.4936708860759494,0.4872838575548818,3.3919008058558586
21,0.49841772151898733,0.5092498024502787,0.49841772151898733,0.4917702244781866,3.3394425124731058
