Accuracy,Precision,Recall,F1-score,Custom Metric
0.7531645569620253,0.7815664331873065,0.7531645569620253,0.7212787279569357,1.0798918795701418
0.7579113924050633,0.7852288106041188,0.7579113924050633,0.7270513451137416,1.0540384316772917
0.7587025316455697,0.7860589632902212,0.7587025316455697,0.7281033886287909,1.0521413141305525
0.7618670886075949,0.7887288232887067,0.7618670886075949,0.7312159363400558,1.0384430373186608
0.7626582278481012,0.788682716919812,0.7626582278481012,0.731976799490714,0.9206358155334816
0.7610759493670886,0.7875336078186174,0.7610759493670886,0.7306091528592181,0.9270003199480258
0.7642405063291139,0.7907050745418912,0.7642405063291139,0.7339747042826251,0.9131119508932017
0.7705696202531646,0.7970201424098361,0.7705696202531646,0.7413677977309995,0.9061145742254477
0.7737341772151899,0.7993776060055038,0.7737341772151899,0.7453009949901039,0.9034005943633688
0.7737341772151899,0.7993300865649764,0.7737341772151899,0.7452707055788532,0.7909380785729674
0.7745253164556962,0.7990840901830185,0.7745253164556962,0.747326151597795,0.790146939332461
