Accuracy,Precision,Recall,F1-score,Custom Metric
0.3837025316455696,0.5457699563782592,0.3837025316455696,0.32517489317908205,4.153683606978659
0.3971518987341772,0.5155140907701488,0.3971518987341772,0.3459293808075807,4.018376646653312
0.40585443037974683,0.5301905219180633,0.40585443037974683,0.36003049904941753,3.8194746591948214
0.4153481012658228,0.5040198554890417,0.4153481012658228,0.37418397288861877,3.8414696497864056
0.4272151898734177,0.5199676073944524,0.4272151898734177,0.3901586556648972,3.6824485824705326
0.432753164556962,0.5238962533666158,0.432753164556962,0.3974889385246707,3.6676072259852477
0.439873417721519,0.5253576336427933,0.439873417721519,0.4071404865095236,3.6293441623608396
0.4485759493670886,0.5375966501178664,0.4485759493670886,0.4183499258084453,3.6128165961497625
0.4485759493670886,0.5126610889929496,0.4485759493670886,0.4203010641199574,3.589932483354658
0.4501582278481013,0.5130998194599939,0.4501582278481013,0.4220486270176344,3.550319116184072
0.4477848101265823,0.5151387164265028,0.4477848101265823,0.42180708285557417,3.6045916254128403
