Accuracy,Precision,Recall,F1-score,Custom Metric
0.7507911392405063,0.7499089170784626,0.7507911392405063,0.7479528153027201,0.7969020845004458
0.7492088607594937,0.7533479357195539,0.7492088607594937,0.7480065417973393,0.8079623849318475
0.7634493670886076,0.7654684236502698,0.7634493670886076,0.7626291883713007,0.7696464702749185
0.7539556962025317,0.7529109088000288,0.7539556962025317,0.7514268080395006,0.9654201579282289
0.7689873417721519,0.7713440620689285,0.7689873417721519,0.7686079615235677,1.3686429660819144
0.7658227848101266,0.7703179647244992,0.7658227848101266,0.76613607396461,0.9936358096998511
0.7650316455696202,0.7640721221155751,0.7650316455696202,0.7633413108359607,1.3363299405810638
0.7666139240506329,0.7683410237664237,0.7666139240506329,0.7646698977789853,0.9898067717910403
0.7753164556962026,0.7770960460113748,0.7753164556962026,0.7748152077884136,0.780354150862339
0.7737341772151899,0.7759093660942025,0.7737341772151899,0.7738066736106858,0.7615626049662401
0.7602848101265823,0.7621787717186307,0.7602848101265823,0.7589080173307065,0.9483656186737152
