Accuracy,Precision,Recall,F1-score,Custom Metric
0.6479430379746836,0.6431548779794589,0.6479430379746836,0.642083838387742,1.2684626398856833
0.6598101265822784,0.6651616920390179,0.6598101265822784,0.658702738818508,1.1739982923067283
0.6439873417721519,0.6489810456985362,0.6439873417721519,0.6447634192106766,1.7496847089778853
0.6566455696202531,0.65695128561483,0.6566455696202531,0.6534946090804642,1.51281769684001
0.6526898734177216,0.6596086351091162,0.6526898734177216,0.6524465700598117,1.4991491656070963
0.6590189873417721,0.6678791927340277,0.6590189873417721,0.6583723008721347,1.4206082295999916
0.6582278481012658,0.6697316046836598,0.6582278481012658,0.6595508800339949,1.162540537651758
0.6645569620253164,0.6713924631333995,0.6645569620253164,0.6644999547224554,1.5129550639199159
0.6756329113924051,0.681763353552846,0.6756329113924051,0.6752771801162878,1.6947011620387256
0.6661392405063291,0.6677789895379552,0.6661392405063291,0.6637708751635085,1.845122118007385
0.6558544303797469,0.6605616173331266,0.6558544303797469,0.654355969454216,1.2012485550798204
