Accuracy,Precision,Recall,F1-score,Custom Metric
0.680379746835443,0.6911833055200032,0.680379746835443,0.6477829750101748,1.2355957415443835
0.6867088607594937,0.699657088052063,0.6867088607594937,0.6580067907264708,1.0946154626799574
0.6882911392405063,0.6996265919827395,0.6882911392405063,0.6621842229085771,1.0982081721559804
0.6890822784810127,0.7001129800163038,0.6890822784810127,0.6635854522621252,0.9749578485998366
0.6890822784810127,0.7019187535094868,0.6890822784810127,0.6649105207490404,0.9745011609176396
0.6914556962025317,0.7048952295457988,0.6914556962025317,0.669328887608829,0.975834077018288
0.6906645569620253,0.701618579731308,0.6906645569620253,0.6685398840357328,0.9789863294671053
0.6938291139240507,0.700609794789867,0.6938291139240507,0.6734490388958612,0.9732496412594713
0.696993670886076,0.6944421436970335,0.696993670886076,0.6789302732643016,0.9701634225202251
0.7041139240506329,0.7056187934560955,0.7041139240506329,0.6893988305849392,0.9559803160025518
0.7033227848101266,0.7020791288350203,0.7033227848101266,0.6896555282386311,0.9592576293886398
