Accuracy,Precision,Recall,F1-score,Custom Metric
0.05775316455696203,0.16675519891500903,0.05775316455696203,0.05945031585854371,19.284842962249204
0.0759493670886076,0.19692177767731564,0.0759493670886076,0.07862601610972794,18.904833455017062
0.07199367088607594,0.17864928671890698,0.07199367088607594,0.06970415154052532,18.751332590740557
0.07753164556962025,0.19967569570022103,0.07753164556962025,0.07786649314944176,18.799003417239966
0.07199367088607594,0.19462245077355836,0.07199367088607594,0.07353697638507765,18.663943638144495
0.08227848101265822,0.22350309017634967,0.08227848101265822,0.0813771693320744,19.480200769601566
0.08069620253164557,0.1955737015270243,0.08069620253164557,0.08555969127567228,17.774600153212603
0.08544303797468354,0.19048255498018155,0.08544303797468354,0.0851985283063094,18.596564899369728
0.0814873417721519,0.19495491762105685,0.0814873417721519,0.0825070499121132,18.693257138129038
0.07436708860759493,0.19299465039180227,0.07436708860759493,0.06956528000831799,18.781958878323977
0.07199367088607594,0.1918933343379546,0.07199367088607594,0.06950264266324392,18.20267275622741
