Accuracy,Precision,Recall,F1-score,Custom Metric
0.9153481012658228,0.9159838491866283,0.9153481012658228,0.9119515790009215,0.7045815172657074
0.9169303797468354,0.917787849064137,0.9169303797468354,0.9145770093382564,0.5081245837004039
0.9193037974683544,0.9197426716671724,0.9193037974683544,0.9172248717339404,0.5074618286847143
0.9224683544303798,0.9234939565048566,0.9224683544303798,0.9207514536183957,0.5022589084137163
0.9193037974683544,0.9200860095545932,0.9193037974683544,0.9176914345064755,0.5088447907874005
0.9200949367088608,0.9210733042723587,0.9200949367088608,0.9187491662772922,0.5097643142527235
0.9200949367088608,0.9212753219725147,0.9200949367088608,0.9190012653436024,0.5114749769585529
0.9224683544303798,0.924269542113963,0.9224683544303798,0.9218272277366986,0.5091015592370339
0.9224683544303798,0.9246089278572525,0.9224683544303798,0.9220517681567634,0.5125228846486927
0.9216772151898734,0.9236153291499714,0.9216772151898734,0.9211353508443539,0.513314023889199
0.9208860759493671,0.9228383939833802,0.9208860759493671,0.9203311416182917,0.5141051631297053
